Review_Index,Restaurant,Reviewer,Teencode_Found,Original_Comment
5975,GoGi House Nguyễn Huệ,thao phuong,trainning,"thề là mình là khách hàng lâu năm của golden spoons nhưng đây là lần trải nghiệm ăn uống cực kì tệ, đặc biệt là nhân viên của quán phục vụ cực kì tệ, hôm đó mình vô ăn quán chỉ có 2-3 bàn mình oder 1 nổi lẩu kim chi thôi mà đồ ăn lên chậm cực kì, ăn lẩu mà mình hỏi chén để ăn thì nhân viên kêu là quán hết chén rồi ăn dĩa tạm giùm em, ủa rồi ai ăn lẩu bằng dĩa, mình ý kiến thì bạn phục vụ kêu là để e rửa chén rồi đưa cho chị nhưng suốt đầu buổi tới cuối buổi mình chẳng thấy có cái chén nào, lẩu thì 1 phần gần 400k nhưng chẳng có gì chỉ le que vài cục thịt ba rọi mà thịt còn có mùi và rục như thịt cũ vậy, quá tởm, và mình nghĩ quán nên trainning lại thái độ và phục vụ của nhân viên"
5977,GoGi House Nguyễn Huệ,YYbaby 【Fashion】,rãi,"không gian quán rất đẹp rộng rãi, giá cả cũng ok nhưng nước chấm hơi ngọt , nhân viên phục vụ tận tình, nhanh nhẹn"
5978,GoGi House Nguyễn Huệ,Phuc Loc Tran,"wc, hóa","khẩu vị thì ở tương tự các chi nhánh khác mình từng ăn, về phần wc mỗi lần đi thì bị tra soát hóa đơn này kia (kiểu khách phải dùng dịch vụ mới được đi wc) nên mình không hài lòng cho lắm, hệ thống máy hút mùi đang gặp vấn đề nên khá ồn, mặc dù nhân viên đã báo mình trước nhưng hi vọng hệ thống sớm khắc phục để khách có trải nghiệm dùng bữa trọn vẹn hơn, chấm 7/10"
5979,GoGi House Nguyễn Huệ,Trình Giao Thông Công,"hỗ, rãi, gogi, nguyễn","gogi house tại nguyễn huệ, quận 1 là một điểm đến tuyệt vời cho những ai yêu thích ẩm thực hàn quốc! không gian quán được thiết kế hiện đại, rộng rãi và ấm cúng, rất thích hợp cho các buổi gặp mặt gia đình hay bạn bè, thịt nướng ở đây luôn tươi ngon, được tẩm ướp vừa miệng và nướng trên than hồng mang lại hương vị thơm lừng khó quên, kèm theo đó là các món ăn kèm đa dạng như kimchi, canh rong biển và cơm trộn, tất cả đều rất chất lượng, nhân viên phục vụ nhiệt tình, nhanh nhẹn và luôn sẵn sàng hỗ trợ khách hàng, vui_vẻ dù giá cả hơi cao nhưng chất lượng món ăn và dịch vụ hoàn toàn xứng đáng, mình chắc chắn sẽ quay lại để thưởng thức thêm các món ngon khác"
5981,GoGi House Nguyễn Huệ,Nhi Nguyễn,"dĩ, fanpage, nguyễn, đắc","fanpage thì bảo có buffet 199k tại chi nhánh nguyễn huệ, đến nơi thì nhân viên bảo không có phục vụ vì lí do thiếu 1 số món, bất đắc dĩ chọn gói buffet khác cao hơn, nhưng thực tế, các món trong menu 199k vẫn phục vụ bình thường sau đó, cảm giác bị gài, ko hài lòng chút nào, phục vụ thì order 1 món nhưng lại đưa lên món khác, thất vọng"
5982,GoGi House Nguyễn Huệ,Trịnh Gia Bảo,kh,nhà hàng còn rất nhiều bàn trống nhưng vẫn bắt khách đợi 20-25p mặc dù kh có ai đặt bàn và khi được hỏi thì lại nhận được câu trả lời do bàn đang setup trong khi bàn trống đã setup đầy cả ra
5984,GoGi House Nguyễn Huệ,Tedo,ăng,"đồ ăng ngon, thời gian ra món nhanh"
5986,GoGi House Nguyễn Huệ,Tran Minh Tuan,"hải, rãi, tùy, bulgogi, gogi","không gian quán sang trọng và trang trí đẹp, nằm ngay khu vực phố đi bộ nhưng rất rộng rãi, buffet ở đây thì có nhiều mức giá, tùy vào loại thịt có thể order, thêm hải sản và lẩu, chất lượng thịt ở gogi nói chung là ngon, thịt ướp chuẩn vị và mềm, các món ăn kèm cũng khá ngon, về lẩu thì lẩu bulgogi thanh ngọt là ok nhất, nhân viên nhiệt tình thay vỉ liên tục nhưng điểm trừ là lên món, kể các món ăn kèm và rau rất chậm, rất nhiều món được order từ rất lâu nhưng đến lúc tính tiền vẫn không thấy"
5987,GoGi House Nguyễn Huệ,Nguyễn Mạnh Hùng,rãi,"các món ở đây phục vụ nhiều loại thịt chất lượng tuyệt vời, đặc biệt là thịt bò với vị thịt mềm ngon, cơm và đồ tráng miệng, các món ăn được thay đổi liên tục, - không gian quán sang trọng, rộng rãi và sạch sẽ, nhân viên phục vụ nhiệt tình có thể giúp bạn nướng và cắt thịt, thay vỉ nướng thường xuyên, - mình chọn 2 combo và một số món khác cho 5 người lớn và 1 trẻ em cho bữa tối hết tổng hơn 2tr"
5988,GoGi House Nguyễn Huệ,PHAM louis,gogi,"khói quá nhiều khu vực hút có vấn đê , nhân viên theo mình thấy cũng khá lịch sự , chỉ có đều không gian khói không phù hợp trẻ nhỏ ăn nhiều gogi nhưng lần đầu tiên có cảm giác khói nhiều vậy"
5989,GoGi House Nguyễn Huệ,hải phùng,"hỗ, nch",đồ ăn khá hợp vị mình đi trúng ngày đông nhưng nhân viên cũng nhiệt tình hỗ trợ thay vỉ cho mình mặc dù mình lo nch ko lo nướng
5993,GoGi House Nguyễn Huệ,Ngọc Anh Huỳnh Thị,đc,"mình ghé khi khách vắng, đc nv take care tốt, đồ ăn ngon, lên nhanh"
5994,GoGi House Nguyễn Huệ,Tuyền Kim,kh,"không gian chill, khá vắng thích hợp cho người kh thích ồn ào"
5996,GoGi House Nguyễn Huệ,Nguyễn Hòa,"gogi, nhiên","món ăn ngon, tuy nhiên phục vụ còn chậm hơn quán lề đường, mình và bạn mình vào ăn lúc 6h30 tối và có đặt bàn trước, chọn ăn buffet, tuy nhiên tiếp thực rất chậm, có số bàn vào sau tụi mình và order món sau nhưng lại phục vụ trước, trong khi đó tụi mình lại phải chờ hơn 45 phút, có bàn bên cạnh bàn mình, ăn cùng lúc và cũng là hình thức buffet và nhân viên phục vụ rất tận tình còn dọn bàn để bên đó ngồi ăn bánh kem mừng sinh nhật, chắc có lẽ bên bàn đó ăn mặc sang trọng nên phục vụ tận tình chăng, còn bên mình mặc không sang trọng nên không phục vun tận tâm, đều trả tiền như nhau cả mà, đề nghị gogi xem lại nhân viên tại chi nhánh này kể cả quản lý, khi tính tiền, tụi mình có đề nghị kiểm tra món và rõ ràng còn rất nhiều món được order từ rất lâu, nhưng nhân viên không bưng lên, còn bàn bên cạnh kêu bưng cái dĩa thì chỉ 5 giây, vậy là thế nào?, bên kia ăn bận là sang trọng là có tiền nên phục vụ nhanh, còn bàn mình ăn mặc bần thì không phục vụ chu đáo"
5999,GoGi House Nguyễn Huệ,Khoa Phạm,"gogi, nguyễn","hôm nay mình và bạn mình đã có buổi ăn tại gogi nguyễn huệ và trải nghiệm của mình thực sự tốt , món ăn được phục vụ nhanh , nhân viên nhiệt tình và không gian ấm cúng"
6000,GoGi House Nguyễn Huệ,Quỳnh Trúc,"đc, gogi, khù","nhân viên thái độ tệ nhất trong tất cả các chi nhánh gogi từng đi, đặt bàn trước trên web mà tới nơi ko có bàn ngay, bắt đợi thêm nửa tiếng mới được vào, vào tới bàn chờ thêm nửa tiếng nữa mới có 1 dĩa thịt, cả cái quán vậy mà nhân viên cứ lù khù lơ lơ, ko trả lời khách, liếc liếc im im, order buffet mà như năn nỉ ăn xin ko bằng, kêu khàn cổ mới lên đc bình nước cho khách, ai ko tin có thể đến kiểm chứng, rất rất tệ, bộ tưởng ở ngay trung tâm quận 1 là thái độ cũng trên trời được hay sao"
6002,GoGi House Nguyễn Tri Phương,Thành Ân Ngô,hỗ,"đồ ăn tươi, thịt ăn kèm panchan khá hợp, không gian sạch sẽ, ngồi thoải mái, phù hợp đi nhóm hoặc gia đình, nhân viên hỗ trợ nhanh khi cần gọi thêm món, có dịp sẽ quay lại"
6003,GoGi House Nguyễn Tri Phương,Nguyen Duc Tho,"đc, phomai, pannacotta","đồ ăn cải thiện hơn nhưng phục vụ chậm, mình thử buffee set, dẻ sườn bò hơi mỡ, bạch tuộc thì giòn, tôm phomai ăn đc, thịt heo luộc kiểu hàn chấm cùng nước sốt cá, nó hơi lạ, vị mặn + rất cay, à mấy đồ ăn kèm, vị bình thường, phục vụ nước lâu, ăn gần xong mới mang ra, kem ăn ngon, pannacotta ok, bánh flan k recommend, nó công nghiệp, dở lắm"
6004,GoGi House Nguyễn Tri Phương,Xuân Yến Seah,"gogi, bf","nay mình đi cùng bạn dùng bf 299, có ba chỉ cuộn nấm, thịt heo với vài loại ba chỉ sốt ngon vô cùng, so với bên ngoài bf thường dao động 160-200 thì bỏ thêm tí vô gogi ăn 299 ( chưa thuế + nước) mà chất lượng vô cùng, nhân viên chi nhánh này sáng nay nhiệt tình nhất mình từng gặp khi ăn gogi bản tên quân thì phải, bác bảo vệ cũng dễ thương không kém luôn, hổ trợ dắt xe khi vào và ra về luôn, 10₫ sẽ quay lại"
6007,GoGi House Nguyễn Tri Phương,Hưng Messi (Messi),gogi,"gogi house quán thịt nướng hàn quốc quận 10, đồ nướng thơm và ngon, quán rộng lên món nhanh, nhân viên nhiệt tình và vui vẻ… mình và vợ đã ăn ở đây vài lần, nay đi ngang làm 1 bài đánh giá cho mọi người biết đến"
6009,GoGi House Nguyễn Tri Phương,Mai Nguyễn Trường An,"hỗ, thiệu","mình có trải nghiệm rất tốt khi dùng bữa tại đây, đặc biệt là nhờ sự hỗ trợ nhiệt tình của bạn minh quân, bạn phục vụ rất chu đáo, thân thiện và luôn chủ động hỗ trợ khách hàng từ việc giới thiệu món, thay vỉ nướng đến kiểm tra đồ ăn, thái độ chuyên nghiệp nhưng vẫn rất dễ gần, tạo cảm giác thoải mái trong suốt bữa ăn, combo mình gọi là dẻ sườn má heo thịt tươi, mềm nướng lên rất thơm và không bị khô, các món ăn kèm rất đa dạng, đặc biệt là panchan phong phú như kimchi, dưa leo, salad trộn, được chuẩn bị đầy đủ và refill nhanh chóng khi cần, không gian sạch sẽ, phục vụ nhanh và đồ ăn chất lượng tốt, mình rất hài lòng với trải nghiệm lần này và chắc chắn sẽ quay lại"
6010,GoGi House Nguyễn Tri Phương,Đăng Khôi Trương,"nguyễn, bf","nay mình có dịp ghé quán nguyễn chi phương dùng thì thấy nhân viên ở đây siêu tận tâm nhất là bé quân, mình đi với bé thì chỉ có bé uống nước ngọt thôi mà những chi nhánh khác không cho dùng 1 vé bf nước ngọt nhưng mà ở đây thì cho dùng nên bé cũng vui lắm, đồ ăn ngon thì khỏi bàn rồi như những lần khác, panchan cũng đa dạng nhiều loại ăn kèm cùng thịt"
6011,GoGi House Nguyễn Tri Phương,Phat Lam,gogi,"gogi house ăn ổn áp, thịt ngon, ướp vừa miệng, nướng lên thơm phức, quán sạch sẽ, ngồi thoải mái, đi nhóm bạn hay gia đình đều hợp, nhân viên phục vụ nhanh, nhiệt tình, giá không rẻ hẳn nhưng xứng đáng"
6012,GoGi House Nguyễn Tri Phương,Ngân Phạm,rãi,"đồ ăn ngon, ra món nhanh và nhân viên nhiệt tình, không gian rộng rãi thoải mái ồn ào ở mức vừa phải , đáng để trải nghiệm thử"
6014,GoGi House Nguyễn Tri Phương,Ngọc Kim Chi Võ,"hỗ, gogi","chi nhánh này nhân viên và chú bảo vệ phải nói là tuyệt vời, siêu tận tâm và tinh tế luôn á, đặc biệt là anh nhân viên tên quân, hỗ trợ khách hàng rất nhiệt tình và nhanh nhẹn, cảm ơn anh rất nhiều, đồ ăn tươi ngon và lên món rất nhanh nhé, không cần phải chờ đợi gì cả, dessert thì có các món kem siêu ngon luôn, nếu có dịp mọi người nên thử chi nhánh gogi này nhé"
6015,GoGi House Nguyễn Tri Phương,Thư Minh,"hỗ, uki, hihi","lần đầu ăn ở đây, mình ít khi đánh giá trên google maps lắm luôn nhưng nay phải đánh giá cười_lớn vì nhân viên uki lắm luôn, take care tốt dã man, để ý mấy chi tiết nhỏ và hỗ trợ tụi mình dù quán khá đông ~ toẹt vời yêu_thích 22/02/2026 đi lúc tầm 17h 18h á hihi"
6016,GoGi House Nguyễn Tri Phương,Hana Pham,nguyễn,"mình thích ăn bên chi nhánh nguyễn tri phương nhất,,phục vụ nhanh dễ thương ,mình thích ba rọi nướng nên ko ăn buffet chỉ gọi 2,3 phần 3 chỉ với thố canh kim chi là đã thèm, nay có thêm món ba chỉ nướng phô mai nữa nha"
6017,GoGi House Nguyễn Tri Phương,MINH NGUYỄN THÀNH,"gogi, nhiên","gogi house mang đến trải nghiệm ẩm thực hàn quốc chuẩn vị, đặc biệt là các món thịt nướng được tẩm ướp vừa miệng, giữ được độ mềm và ngọt tự nhiên, chất lượng nguyên liệu ổn định, thịt cắt đẹp, không bị khô khi nướng, không gian nhà hàng được thiết kế ấm cúng, sạch sẽ, mang phong cách hàn hiện đại, phù hợp cho cả gia đình, bạn bè và tiếp khách, hệ thống hút khói hoạt động tốt nên không bị ám mùi sau khi ăn"
6018,GoGi House Nguyễn Tri Phương,Hoang Oanh,hải,"đồ ăn ngon, đa dạng món, bò với hải sản tươi, thái độ phục vụ siêu tốt và nhân viên dễ thương"
6019,GoGi House Nguyễn Tri Phương,sushinae,cảa,"mấy chị nhân viên nhiệt tình hay hỏi han mình , mình dùng gói buffet mà ăn hai người vẫn chưa thử được hết các món trong menu nữa , sẽ quay lại để ăn hết tất cảa , phục vụ tốt giá cả hợp lí , thích hợp để đi với gia đình bạn bè tụ họp"
6021,GoGi House Nguyễn Tri Phương,Dương Đông,nguyễn,"nay mình có ăn gọi món ở chi nhánh này, thịt chất lượng lắm trình bày đẹp mắt nữa, nhân viên phục vụ cũng dễ thương và tận tình vô cùng, sẽ quay lại chi nhánh nguyễn tri phương"
6025,GoGi House Nguyễn Tri Phương,Hiền Thu,"gogi, òy",gogi thì lúc nào cũng ngon òy chi nhánh này có 2 lầu các món ra khá lẹ quán đông chật kín luôn các bác bảo vệ rất dễ thương
6027,GoGi House Nguyễn Tri Phương,Hà Hán Tân,"rãi, dưỡi","lâu rồi mới ghé lại ăn không gian thì cũng rộng rãi nhân viên phục vụ nhanh, nhiệt tình nên đa dạng nước chấm , chứ chỉ có 2 thì ko ổn, mình có người bạn dị ứng đậu phộng, mà cái nước chấm kia có đậu phộng, ko biết chấm vô cũng mệt đó cảm giác đồ nướng ở đây ko đa dạng nữa mình thì có sao nói vậy đồ ăn thì ăn cũng ok, thích nhất cái mì gói buồn_cười buồn_cười buồn_cười mình đi 6 người lớn và 1 trẻ 6 tuổi hết 3 củ dưỡi"
6032,GoGi House Nguyễn Tri Phương,Thi Mai Huong Hoang,trc,"đổi món không báo, bỏ hầu hết các món có sốt ướp tụi mình muốn ăn :) mình có gọi đặt bàn trc cũng ko thấy nói gì, giống kiểu ép khách chịu sao thì chịu vậy, mình hẹn bạn, chờ bạn tới đủ thì lại phải đổi quán khác"
